transaction_id,customer_id,timestamp,amount,merchant_category,channel,home_lat,home_lon,txn_lat,txn_lon,customer_age,account_tenure_months,avg_amount_30d,is_foreign_txn,is_fraud
30462,6163,2025-10-25 15:10:59,1522.68,travel,card_present,19.01686,73.06201,18.69133,72.69185,38,19,560.14,0,0
30463,6066,2025-10-25 15:11:32,2044.62,gift_cards,online,13.87775,75.25199,13.86297,75.0924,42,9,1583.4,0,0
30464,7999,2025-10-25 15:13:04,661.54,electronics,card_present,20.05139,79.57887,20.58017,80.14715,43,6,391.12,0,0
30465,6532,2025-10-25 15:13:48,631.56,grocery,card_present,18.44089,82.24817,18.68694,82.1329,34,48,830.97,0,0
30466,1130,2025-10-25 15:15:20,1008.38,online_retail,card_present,22.36893,82.99267,22.21027,83.24417,18,23,1379.08,0,0
30467,2007,2025-10-25 15:18:18,175.6,grocery,card_present,19.60614,72.61935,19.61528,73.09517,36,18,787.72,0,0
30468,246,2025-10-25 15:20:02,6486.97,electronics,atm_withdrawal,21.98734,72.27882,21.77467,72.68656,22,32,1360.97,0,0
30469,5091,2025-10-25 15:24:23,298.38,online_retail,online,12.6624,92.02241,12.96437,92.351,41,15,290.68,0,0
30470,7890,2025-10-25 15:24:58,136.89,online_retail,card_present,22.44013,92.02057,22.0383,91.62098,45,1,250.87,0,0
30471,2054,2025-10-25 15:24:59,2428.26,healthcare,card_present,32.20082,75.07738,33.06617,75.05453,72,68,1196.29,0,0
30472,6463,2025-10-25 15:28:51,103.36,grocery,card_present,11.23042,91.28632,11.31993,91.2624,34,115,555.97,0,0
30473,5092,2025-10-25 15:30:49,267.94,restaurant,atm_withdrawal,24.08792,77.99063,24.178,78.15197,43,8,580.07,0,0
30474,5290,2025-10-25 15:35:16,295.53,gas_station,card_present,9.86586,91.79247,9.80416,92.44024,59,4,723.18,0,0
30475,3041,2025-10-25 15:38:44,449.38,grocery,online,31.34207,85.37854,31.18547,85.98762,53,21,927.72,0,0
30476,2179,2025-10-25 15:38:56,228.67,gas_station,card_present,25.90002,72.92905,26.16303,73.15321,45,34,548.87,0,0
30477,3171,2025-10-25 15:40:29,734.78,gift_cards,online,27.36555,78.2751,27.91725,77.87245,50,1,1092.2,0,0
30478,3748,2025-10-25 15:41:21,6763.89,gift_cards,online,25.56356,71.17912,19.56066,67.66986,48,51,1821.84,0,0
30479,55,2025-10-25 15:41:53,310.33,grocery,card_present,20.62194,90.11598,20.88878,89.1457,32,40,419.02,0,0
30480,4156,2025-10-25 15:44:27,705.29,online_retail,online,20.88241,74.40172,20.91618,74.30396,31,58,767.92,0,0
30481,6125,2025-10-25 15:46:51,1026.72,entertainment,card_present,17.63848,75.67881,17.15076,75.46241,34,1,1269.15,0,0
30482,2550,2025-10-25 15:50:08,532.93,restaurant,card_present,24.37607,87.35255,23.806,86.89558,43,6,601.39,0,0
30483,4424,2025-10-25 15:51:34,91.04,gas_station,card_present,16.75188,72.63077,16.97915,72.81874,29,13,595.45,0,0
30484,1694,2025-10-25 15:51:54,135.05,gas_station,card_present,26.33864,94.37166,25.93388,94.43391,31,41,429.97,0,0
30485,3951,2025-10-25 15:53:15,2405.39,online_retail,online,14.97019,84.64458,15.08582,84.44443,29,32,2159.3,0,0
30486,6816,2025-10-25 15:53:20,1497.16,entertainment,card_present,14.6589,70.28264,14.30269,70.20539,38,19,1965.24,0,0
30487,4188,2025-10-25 15:54:24,50.0,restaurant,online,17.8731,87.72132,17.99347,87.57885,33,33,223.52,0,0
30488,5028,2025-10-25 15:57:43,1134.23,grocery,card_present,22.56572,72.74468,21.99103,72.41745,35,29,1427.08,0,0
30489,4506,2025-10-25 15:58:18,496.39,healthcare,card_present,10.56914,78.021,10.7264,79.20261,57,25,836.39,0,0
30490,4847,2025-10-25 15:58:38,4984.15,online_retail,online,30.82843,90.93474,30.70788,91.10941,48,5,1636.44,0,0
30491,6677,2025-10-25 16:00:02,2488.12,travel,card_present,26.58523,70.40368,26.39171,70.03625,36,70,416.35,0,0
30492,7620,2025-10-25 16:06:24,10310.66,travel,card_present,10.61564,93.87647,10.54696,93.25392,54,48,2173.44,0,0
30493,7522,2025-10-25 16:06:42,553.46,gas_station,card_present,17.03985,75.60873,16.57887,75.83546,42,20,1152.49,0,0
30494,3404,2025-10-25 16:10:46,409.4,online_retail,online,14.1353,92.88485,14.17601,93.21568,50,22,285.44,1,0
30495,7862,2025-10-25 16:10:51,227.61,grocery,card_present,26.1869,94.75597,26.6809,94.80366,25,33,400.38,0,0
30496,2655,2025-10-25 16:15:23,163.84,grocery,card_present,25.06758,87.62626,25.21801,87.96833,37,18,273.8,0,0
30497,3508,2025-10-25 16:17:35,196.97,restaurant,card_present,29.12417,86.83595,28.77622,87.27085,43,8,1301.61,0,0
30498,2062,2025-10-25 16:18:52,161.79,restaurant,card_present,18.63348,77.10669,18.87781,77.48543,58,77,697.17,0,0
30499,5370,2025-10-25 16:23:47,124.87,grocery,card_present,15.34256,78.63962,14.75365,79.52478,59,20,368.55,1,0
30500,5526,2025-10-25 16:25:25,1239.67,electronics,card_present,10.84171,89.98335,11.39458,89.91375,21,37,296.31,0,0
30501,1113,2025-10-25 16:28:15,614.24,online_retail,online,29.34522,89.5314,28.77311,91.76053,24,24,627.21,0,0
30502,1959,2025-10-25 16:29:20,236.3,grocery,card_present,25.52169,83.45817,25.43627,83.99209,34,70,724.38,0,0
30503,2742,2025-10-25 16:30:17,546.74,online_retail,online,27.88381,72.58455,28.31969,72.34348,45,2,1189.58,0,0
30504,4464,2025-10-25 16:31:16,500.22,utilities,online,22.30989,88.1296,22.30494,87.96988,30,2,449.84,0,0
30505,1212,2025-10-25 16:31:29,246.39,restaurant,card_present,16.62003,82.80458,16.4456,82.53847,32,9,355.37,0,0
30506,2494,2025-10-25 16:31:39,1441.4,grocery,online,9.26339,85.39682,8.6474,85.05633,28,27,2007.62,0,0
30507,3398,2025-10-25 16:33:00,433.5,entertainment,online,21.17932,76.08995,21.64605,76.28632,34,15,870.4,0,0
30508,1559,2025-10-25 16:34:28,436.76,gas_station,card_present,13.78437,70.13471,14.02127,69.90069,47,19,967.74,0,0
30509,5703,2025-10-25 16:34:49,466.42,gas_station,card_present,24.36925,70.61702,24.87761,70.67391,45,9,1537.12,0,0
30510,3629,2025-10-25 16:35:20,573.55,utilities,card_present,20.67705,79.62958,20.91064,79.31643,52,19,569.02,0,0
30511,7546,2025-10-25 16:40:56,128.49,restaurant,card_present,28.25392,90.78834,24.4229,94.42392,57,10,825.21,0,0
30512,5727,2025-10-25 16:41:31,128.51,restaurant,card_present,25.29102,89.24493,25.5117,88.99965,18,21,1104.05,0,0
30513,5395,2025-10-25 16:43:08,917.13,gas_station,card_present,18.9977,88.8374,19.12397,88.54173,41,12,1180.13,1,0
30514,175,2025-10-25 16:44:08,118.68,grocery,online,12.52262,92.50398,6.0,88.94221,22,12,734.45,0,0
30515,5887,2025-10-25 16:45:33,540.53,restaurant,card_present,12.64029,74.42241,12.10482,74.26006,42,63,1016.84,0,0
30516,3861,2025-10-25 16:46:54,51.28,grocery,card_present,30.81653,86.25502,31.45467,86.02263,23,34,307.06,0,0
30517,4233,2025-10-25 16:46:58,324.23,entertainment,online,18.47761,79.77577,18.71786,79.86766,26,30,1525.32,0,0
30518,4955,2025-10-25 16:49:14,709.92,entertainment,card_present,18.75804,76.58891,18.39473,76.55812,51,95,715.71,0,0
30519,6711,2025-10-25 16:50:12,1527.64,electronics,card_present,24.53163,89.7832,24.37699,89.79489,52,14,284.63,0,0
30520,5470,2025-10-25 16:53:55,513.2,restaurant,card_present,14.90753,90.78112,14.63103,91.09469,49,39,1836.97,0,0
30521,223,2025-10-25 16:55:42,124.89,gas_station,card_present,31.90346,90.11313,32.20991,90.54159,40,12,355.79,0,0
30522,3189,2025-10-25 16:56:05,664.53,grocery,card_present,22.7808,87.16091,22.74688,87.42795,33,6,1032.13,0,0
30523,5698,2025-10-25 17:00:05,256.54,online_retail,card_present,23.0492,93.89992,22.53419,94.04853,33,16,510.89,0,0
30524,7160,2025-10-25 17:00:52,142.8,restaurant,online,21.2729,81.39851,26.32082,77.75502,22,2,490.46,0,0
30525,1009,2025-10-25 17:01:05,1226.98,utilities,card_present,24.04132,74.05661,24.0394,74.50587,47,2,1130.74,0,0
30526,1917,2025-10-25 17:01:24,1608.78,online_retail,card_present,12.33504,82.8175,12.38402,82.51846,30,2,1172.84,0,0
30527,5174,2025-10-25 17:01:34,333.57,grocery,card_present,26.7933,82.63685,27.25056,82.58917,26,34,551.02,0,0
30528,4479,2025-10-25 17:02:18,257.46,grocery,card_present,31.7922,71.44377,32.18668,71.58276,47,1,375.67,0,0
30529,4136,2025-10-25 17:04:08,129.68,restaurant,card_present,22.16766,80.60318,22.07066,80.61372,30,34,527.72,0,0
30530,6496,2025-10-25 17:05:54,841.94,grocery,card_present,30.90367,87.62096,30.81219,87.40382,18,9,1252.13,0,0
30531,2330,2025-10-25 17:07:31,1207.71,utilities,card_present,32.85036,79.86706,32.84114,79.93727,49,22,1871.02,0,0
30532,1327,2025-10-25 17:07:50,852.21,grocery,card_present,29.96467,92.05374,30.19301,91.32768,41,45,667.15,0,0
30533,4022,2025-10-25 17:11:04,1910.78,online_retail,atm_withdrawal,31.69046,78.53685,31.70178,78.49131,42,6,968.5,0,0
30534,1399,2025-10-25 17:11:46,1290.39,gift_cards,online,9.21268,86.15604,9.03759,86.44129,44,13,899.51,0,0
30535,4692,2025-10-25 17:15:17,605.67,online_retail,online,13.11381,81.729,12.63842,81.74633,41,27,505.73,0,0
30536,1025,2025-10-25 17:15:29,1116.57,gas_station,card_present,22.48176,77.91641,22.40157,77.54929,18,2,2020.07,0,0
30537,3231,2025-10-25 17:16:06,250.67,grocery,card_present,27.48123,85.94456,27.66321,86.33352,32,20,467.96,0,0
30538,7464,2025-10-25 17:18:04,852.31,travel,card_present,30.66146,84.06898,31.24858,83.48162,28,36,449.74,0,0
30539,3109,2025-10-25 17:20:32,400.27,healthcare,card_present,29.56786,78.2497,30.14656,77.28535,22,26,358.09,0,0
30540,5709,2025-10-25 17:24:39,712.47,restaurant,card_present,30.75525,87.8874,31.66747,88.08945,40,8,652.68,0,0
30541,4850,2025-10-25 17:27:35,776.36,healthcare,online,9.94525,76.18874,10.39424,76.95923,38,3,446.69,0,0
30542,2178,2025-10-25 17:29:29,974.57,entertainment,online,10.73606,90.28737,10.61804,90.23369,44,11,1060.82,0,0
30543,6282,2025-10-25 17:31:12,986.38,gas_station,card_present,21.28268,79.53622,20.98444,80.05795,68,33,2430.21,0,0
30544,4730,2025-10-25 17:31:26,439.54,gas_station,card_present,20.11949,89.30227,19.761,89.51081,34,2,731.57,0,0
30545,5844,2025-10-25 17:31:45,238.31,restaurant,card_present,32.22882,90.66837,32.09224,90.49689,43,29,1462.64,0,0
30546,2685,2025-10-25 17:31:54,7827.95,jewelry,atm_withdrawal,17.62981,95.73982,16.99537,95.81841,20,18,884.91,0,0
30547,4897,2025-10-25 17:32:31,809.81,online_retail,online,12.88457,87.28929,12.80078,86.4021,45,35,727.25,0,0
30548,6101,2025-10-25 17:34:23,147.99,gas_station,online,23.76466,82.87698,23.63857,82.79772,34,11,448.21,0,0
30549,7176,2025-10-25 17:35:36,1439.52,electronics,card_present,29.51746,89.51869,29.47854,89.55363,54,1,677.86,0,0
30550,5812,2025-10-25 17:36:47,782.11,online_retail,online,30.99344,83.53915,30.75888,83.34873,43,118,570.23,0,0
30551,3904,2025-10-25 17:39:26,184.19,gas_station,card_present,10.2764,92.92918,10.7855,91.92946,35,21,662.5,0,0
30552,281,2025-10-25 17:44:38,534.36,restaurant,card_present,10.80692,75.48765,10.14124,75.65573,43,39,1279.9,0,0
30553,616,2025-10-25 17:49:33,588.08,online_retail,card_present,14.11585,83.25095,13.77524,82.74051,22,52,769.09,0,0
30554,7851,2025-10-25 17:51:05,150.82,grocery,online,24.6276,82.57187,25.14059,82.75666,45,92,403.03,0,0
30555,4385,2025-10-25 17:53:42,252.01,grocery,card_present,12.78798,92.3492,12.33007,92.0932,46,14,478.19,0,0
30556,1067,2025-10-25 17:53:57,50.0,grocery,online,25.23907,76.26348,25.11249,76.4102,25,5,248.22,1,0
30557,6258,2025-10-25 17:56:40,607.53,online_retail,card_present,26.02314,71.77344,25.9791,71.98457,38,32,585.71,0,0
30558,2941,2025-10-25 17:59:42,333.81,grocery,card_present,22.08053,75.04941,22.23871,74.86303,57,15,877.45,0,0
30559,2218,2025-10-25 18:00:48,427.25,restaurant,card_present,25.06987,77.35612,25.08156,77.48219,36,77,1017.8,0,0
30560,2781,2025-10-25 18:01:40,1359.26,grocery,online,23.37771,77.7692,22.78219,77.99703,56,3,1196.58,0,0
30561,41,2025-10-25 18:02:07,110.93,gas_station,card_present,19.70094,79.8308,19.5408,79.35924,46,26,370.74,0,0
30562,7656,2025-10-25 18:07:02,914.41,entertainment,card_present,28.72079,89.62665,28.91112,89.64356,31,4,1357.15,0,0
30563,6315,2025-10-25 18:07:03,740.41,grocery,card_present,13.02879,87.44007,13.03614,87.69483,59,30,1388.23,0,0
30564,2819,2025-10-25 18:07:28,3569.3,travel,card_present,27.07541,81.18444,27.36462,81.28558,47,7,508.42,0,0
30565,2413,2025-10-25 18:08:22,793.36,entertainment,online,10.29811,89.69482,11.09376,89.58795,18,13,872.55,0,0
30566,486,2025-10-25 18:09:17,767.67,entertainment,atm_withdrawal,13.38969,72.74338,14.01712,73.03184,35,114,879.32,0,0
30567,6871,2025-10-25 18:13:46,159.34,grocery,card_present,15.68162,88.25523,15.74421,88.40084,36,3,386.45,0,0
30568,11,2025-10-25 18:14:31,2038.7,electronics,online,21.30118,86.86059,21.74124,86.46425,48,8,594.73,0,0
30569,3368,2025-10-25 18:15:42,859.24,grocery,card_present,31.50127,85.72932,31.66212,86.02783,34,14,1654.28,0,0
30570,5843,2025-10-25 18:16:42,279.32,restaurant,atm_withdrawal,10.66637,93.79322,11.14338,93.28222,37,1,1261.93,0,0
30571,52,2025-10-25 18:16:57,460.02,healthcare,card_present,23.68485,78.34371,23.67898,77.66353,45,1,668.07,0,0
30572,531,2025-10-25 18:18:59,506.51,grocery,card_present,15.49029,74.32639,15.33322,74.47451,33,46,1026.43,0,0
30573,1385,2025-10-25 18:20:13,661.65,electronics,card_present,11.18795,95.20376,11.23489,95.94292,18,37,809.74,0,0
30574,5425,2025-10-25 18:22:20,1467.02,healthcare,online,20.04929,89.74861,19.49486,88.66248,46,31,832.93,0,0
30575,7565,2025-10-25 18:24:56,724.51,online_retail,card_present,19.21132,76.90066,19.28682,76.67488,32,1,367.13,0,0
30576,5260,2025-10-25 18:27:34,302.22,online_retail,card_present,32.09635,82.15678,31.24455,82.79806,40,14,346.36,0,0
30577,7384,2025-10-25 18:28:42,818.52,online_retail,card_present,9.88107,89.63084,9.6425,89.78027,32,1,540.45,0,0
30578,3673,2025-10-25 18:31:41,293.48,grocery,card_present,9.14533,77.17114,9.16308,76.76627,44,15,510.77,0,0
30579,7325,2025-10-25 18:31:52,720.74,grocery,card_present,12.46313,84.68201,12.91832,84.66863,53,12,1816.58,0,0
30580,7865,2025-10-25 18:33:09,210.84,gas_station,card_present,19.94503,87.45169,20.07206,87.19368,23,38,830.28,0,0
30581,446,2025-10-25 18:33:22,1191.38,healthcare,card_present,26.34511,71.30218,26.40655,71.43398,20,20,1401.25,1,0
30582,5968,2025-10-25 18:34:01,413.77,grocery,card_present,29.45949,85.46305,29.74892,85.43552,36,43,1800.21,0,0
30583,4184,2025-10-25 18:36:30,190.0,restaurant,online,27.20111,81.19428,27.49581,81.15842,66,14,690.32,0,0
30584,1833,2025-10-25 18:36:36,187.63,grocery,card_present,15.43016,93.77024,15.58572,93.88479,24,9,811.71,0,0
30585,7674,2025-10-25 18:39:25,104.0,grocery,card_present,28.17612,84.54604,28.32602,84.34288,30,2,374.05,0,0
30586,3041,2025-10-25 18:39:31,366.45,gas_station,online,31.34207,85.37854,31.71692,85.34502,53,21,927.72,0,0
30587,7262,2025-10-25 18:40:02,149.79,grocery,card_present,13.83228,83.98315,14.23595,84.65145,52,36,249.48,0,0
30588,3747,2025-10-25 18:41:26,436.16,restaurant,atm_withdrawal,30.95025,77.53993,31.33288,77.10856,18,38,1367.36,0,0
30589,1962,2025-10-25 18:42:40,861.52,grocery,online,11.34327,85.03262,11.3914,85.3733,30,6,2124.44,0,0
30590,37,2025-10-25 18:43:24,661.96,entertainment,online,29.19455,87.59222,29.84703,87.78279,36,9,1572.13,0,0
30591,3521,2025-10-25 18:43:27,1174.83,online_retail,card_present,24.40482,82.67332,24.91163,82.30525,29,29,445.67,0,0
30592,1317,2025-10-25 18:44:45,604.21,utilities,atm_withdrawal,14.08874,90.25886,13.62979,90.0952,35,3,558.5,0,0
30593,2887,2025-10-25 18:44:59,137.32,grocery,card_present,14.48471,86.21274,18.32983,85.73317,44,50,476.39,0,0
30594,5012,2025-10-25 18:46:15,211.7,grocery,card_present,12.44446,82.74599,12.4727,82.81335,22,3,710.07,0,0
30595,3638,2025-10-25 18:50:19,467.8,gas_station,online,32.49257,88.49543,29.11915,78.24827,54,10,823.46,0,0
30596,266,2025-10-25 18:51:03,556.02,gift_cards,online,28.58184,79.81221,28.88689,79.83595,50,25,782.44,0,0
30597,1482,2025-10-25 18:51:33,724.97,online_retail,online,28.88434,76.96977,29.15906,76.82333,44,2,985.55,0,0
30598,6395,2025-10-25 18:51:44,1440.5,gas_station,card_present,27.15518,80.01314,27.5883,79.51303,60,33,2328.2,0,0
30599,3574,2025-10-25 18:53:48,717.0,grocery,card_present,17.6285,78.83991,18.09256,78.61899,37,13,899.13,1,0
30600,1754,2025-10-25 18:54:21,972.63,gas_station,card_present,12.93633,91.24619,12.96758,91.33526,31,14,1227.72,0,0
30601,4406,2025-10-25 18:58:49,594.75,healthcare,card_present,32.91107,71.23896,33.49326,71.22507,53,7,1243.95,0,0
30602,3630,2025-10-25 19:02:00,360.11,online_retail,online,9.38755,80.96306,9.2541,80.70076,45,32,563.62,0,0
30603,4890,2025-10-25 19:02:07,685.25,grocery,card_present,23.89692,93.26193,24.8283,96.1921,52,30,2306.16,0,0
30604,3766,2025-10-25 19:02:21,131.81,grocery,online,18.75668,77.17469,19.31145,77.54281,52,57,495.08,0,0
30605,2415,2025-10-25 19:03:16,475.04,utilities,card_present,20.65119,79.11957,21.23408,78.38086,51,27,872.07,0,0
30606,6311,2025-10-25 19:04:13,2192.97,travel,card_present,21.22626,77.48032,20.90814,77.59863,44,3,582.21,0,0
30607,4524,2025-10-25 19:05:18,2269.93,healthcare,card_present,14.46081,72.78297,15.19595,72.28959,38,48,1918.03,0,0
30608,3638,2025-10-25 19:07:39,686.84,grocery,card_present,32.49257,88.49543,32.96046,88.61085,54,10,823.46,0,0
30609,3588,2025-10-25 19:08:25,276.36,grocery,card_present,24.46805,70.93263,24.6087,71.06327,40,4,1012.82,0,0
30610,4133,2025-10-25 19:10:33,1167.88,online_retail,card_present,31.06185,80.82038,30.76484,80.87047,42,24,820.82,0,0
30611,2719,2025-10-25 19:12:04,900.2,utilities,online,13.88434,88.38489,13.86472,88.68672,50,7,1968.39,0,0
30612,3907,2025-10-25 19:12:20,1067.16,online_retail,atm_withdrawal,24.78891,88.54624,24.44901,87.87697,18,118,1329.56,0,0
30613,6012,2025-10-25 19:14:42,537.36,gas_station,card_present,20.88147,85.26219,20.93355,85.47672,46,15,873.04,0,0
30614,7993,2025-10-25 19:17:15,78.37,gas_station,online,28.75496,82.36539,30.63728,88.2347,69,76,297.18,0,0
30615,1611,2025-10-25 19:18:46,216.14,restaurant,card_present,19.8615,91.66187,16.703,93.98907,41,1,806.31,0,0
30616,436,2025-10-25 19:20:13,96.57,gas_station,card_present,19.43142,89.45802,18.33875,89.08966,30,1,200.0,0,0
30617,5471,2025-10-25 19:21:13,175.99,grocery,card_present,13.70323,72.58447,13.63294,72.32464,34,14,671.07,0,0
30618,822,2025-10-25 19:22:51,1613.02,travel,card_present,13.17504,85.13768,12.73233,85.52049,55,44,497.27,0,0
30619,6965,2025-10-25 19:23:08,851.05,restaurant,online,19.66194,92.5865,19.66598,92.84101,55,7,782.7,0,0
30620,1979,2025-10-25 19:24:06,786.1,entertainment,atm_withdrawal,11.40224,91.05098,11.34352,90.05337,56,43,961.55,0,0
30621,1121,2025-10-25 19:24:15,1562.76,electronics,card_present,13.0562,84.28436,12.9887,84.76644,43,4,620.11,0,0
30622,6078,2025-10-25 19:26:05,381.96,grocery,card_present,27.82074,81.99256,27.61193,81.22853,27,14,1453.93,0,0
30623,3959,2025-10-25 19:26:34,191.59,gas_station,card_present,27.68142,74.45138,27.40863,74.01906,30,1,1686.38,0,0
30624,1322,2025-10-25 19:28:32,1208.43,grocery,card_present,14.30556,86.29658,14.57029,85.9978,31,10,1444.64,0,0
30625,2797,2025-10-25 19:30:07,170.28,grocery,card_present,21.29412,89.645,21.14475,89.85061,44,4,436.56,0,0
30626,6475,2025-10-25 19:30:29,302.42,grocery,card_present,25.48113,83.88449,25.262,83.59261,18,3,380.41,0,0
30627,3580,2025-10-25 19:30:52,324.8,restaurant,card_present,11.57992,82.83449,10.75043,82.49759,21,92,659.18,0,0
30628,5106,2025-10-25 19:33:06,178.7,restaurant,atm_withdrawal,29.9825,85.46029,29.71004,85.67033,28,9,615.94,0,0
30629,3193,2025-10-25 19:38:36,186.21,grocery,card_present,25.93159,80.94218,25.85006,80.88983,39,13,320.97,0,0
30630,4053,2025-10-25 19:40:28,1127.5,restaurant,online,12.63782,95.32902,13.31548,95.08033,42,3,3242.37,0,0
30631,7845,2025-10-25 19:43:21,1890.64,online_retail,card_present,30.45093,92.65506,30.51229,92.50103,49,7,840.45,0,0
30632,7963,2025-10-25 19:45:00,448.08,restaurant,card_present,13.42143,72.22279,13.59199,72.11734,62,15,1111.12,0,0
30633,2545,2025-10-25 19:45:40,111.94,grocery,card_present,9.45456,87.33578,9.17856,87.43865,37,104,321.51,0,0
30634,4282,2025-10-25 19:48:10,812.65,gift_cards,online,32.95462,71.06883,32.61152,71.54993,18,25,849.83,0,0
30635,5471,2025-10-25 19:49:12,105.97,grocery,card_present,13.70323,72.58447,13.59954,72.61999,34,14,671.07,0,0
30636,6632,2025-10-25 19:50:26,384.25,restaurant,online,29.48879,89.22419,30.36274,93.85249,33,4,1064.26,0,1
30637,4442,2025-10-25 19:51:03,141.9,grocery,card_present,10.30861,90.75141,10.29352,90.53571,18,1,200.0,0,0
30638,5515,2025-10-25 19:53:56,755.46,restaurant,card_present,9.61787,72.00427,9.12052,72.22252,33,24,1692.26,0,0
30639,2884,2025-10-25 19:54:14,2594.12,grocery,online,10.29849,82.67507,9.87353,82.75087,51,1,2176.98,0,0
30640,4555,2025-10-25 19:54:31,905.97,entertainment,online,16.77646,74.10707,17.40091,74.47437,59,10,1950.44,0,0
30641,980,2025-10-25 19:55:36,1144.33,gift_cards,online,25.8555,79.3272,26.00739,78.23118,43,7,727.38,0,0
30642,7135,2025-10-25 19:57:34,892.56,gas_station,card_present,29.39844,71.82411,28.99476,73.35102,33,83,1220.35,0,0
30643,5421,2025-10-25 19:59:42,1902.77,grocery,card_present,17.33109,78.84318,16.84047,78.89774,49,21,2057.99,0,0
30644,3527,2025-10-25 20:01:12,341.3,gas_station,online,21.85746,83.5883,17.51671,93.12992,42,8,1502.35,0,0
30645,7232,2025-10-25 20:01:39,154.46,grocery,atm_withdrawal,22.90785,83.16967,23.33209,83.06581,50,31,266.22,0,0
30646,4570,2025-10-25 20:03:18,8763.32,online_retail,online,27.7099,81.83163,27.30612,82.28353,43,73,3923.97,0,0
30647,1034,2025-10-25 20:07:03,145.28,restaurant,card_present,27.7891,95.35618,28.20761,95.34243,43,23,590.89,0,0
30648,2546,2025-10-25 20:08:11,5557.21,travel,card_present,25.33627,89.06701,25.09877,88.90725,32,34,1129.78,0,0
30649,2311,2025-10-25 20:11:52,374.94,grocery,atm_withdrawal,23.23593,81.98845,23.2094,82.32945,47,8,779.23,0,0
30650,5188,2025-10-25 20:12:22,514.94,entertainment,card_present,20.8428,92.53051,20.09269,93.03851,37,4,483.42,0,0
30651,6108,2025-10-25 20:15:00,1157.23,online_retail,atm_withdrawal,18.01183,91.29752,18.24894,91.49747,67,3,1303.96,0,0
30652,4171,2025-10-25 20:17:42,1265.68,online_retail,online,15.9056,90.03619,15.74908,90.58336,50,24,743.53,0,0
30653,208,2025-10-25 20:20:25,343.68,grocery,card_present,30.86155,92.08368,31.09511,91.82279,23,29,850.38,0,0
30654,2600,2025-10-25 20:24:04,470.46,healthcare,card_present,32.84757,94.25848,32.79835,94.65793,50,32,820.24,0,0
30655,6409,2025-10-25 20:24:07,1439.76,online_retail,online,30.69702,84.49743,30.67963,85.11588,24,20,1472.99,0,0
30656,3864,2025-10-25 20:24:34,165.69,restaurant,online,23.54233,93.35913,23.64281,93.96752,57,35,715.33,0,0
30657,5852,2025-10-25 20:25:37,858.08,entertainment,online,14.47206,94.01632,15.05361,94.36507,50,50,513.72,0,0
30658,3503,2025-10-25 20:26:56,225.95,grocery,card_present,25.03447,75.70408,24.61622,76.08665,45,34,901.02,0,0
30659,3791,2025-10-25 20:29:36,138.32,grocery,card_present,9.1802,95.36707,9.58344,95.4578,32,16,527.62,0,0
30660,4313,2025-10-25 20:30:03,171.74,restaurant,card_present,22.43732,81.95745,22.2414,82.01767,38,14,799.82,0,0
30661,2158,2025-10-25 20:30:26,837.24,restaurant,card_present,28.56963,95.68773,28.16978,95.92476,28,3,857.42,0,0
30662,1424,2025-10-25 20:32:05,1490.78,travel,card_present,25.82312,83.3274,25.85645,83.75267,54,1,531.32,0,0
30663,6926,2025-10-25 20:37:24,332.92,restaurant,atm_withdrawal,29.11279,85.78285,29.66994,85.06206,26,43,482.41,0,0
30664,3326,2025-10-25 20:38:38,1003.14,entertainment,atm_withdrawal,20.49969,83.37317,20.48016,83.79385,41,31,1854.52,0,0
30665,6304,2025-10-25 20:42:23,773.19,utilities,card_present,32.48735,94.2689,33.26709,94.47457,25,13,1731.92,0,0
30666,4565,2025-10-25 20:43:36,512.49,healthcare,card_present,28.14747,79.90615,27.47442,80.41184,44,7,837.44,0,0
30667,5233,2025-10-25 20:43:57,570.27,grocery,card_present,14.92686,72.36137,14.63605,72.14532,31,43,1013.03,0,0
30668,4025,2025-10-25 20:44:05,211.43,utilities,atm_withdrawal,22.71436,87.16767,23.06638,87.14568,27,4,322.8,0,0
30669,6899,2025-10-25 20:44:40,213.88,grocery,card_present,27.8486,73.79493,25.5467,66.0,25,10,798.33,0,0
30670,4299,2025-10-25 20:47:35,1002.47,online_retail,online,15.00741,88.81979,15.18755,88.8466,58,7,912.77,0,0
30671,5128,2025-10-25 20:50:27,329.78,restaurant,card_present,18.53243,82.0749,18.76366,82.28643,54,5,650.78,0,0
30672,4798,2025-10-25 20:50:36,327.56,gas_station,online,17.98732,90.47606,18.04416,90.16117,48,12,666.95,0,0
30673,6649,2025-10-25 20:54:10,4041.32,online_retail,online,25.74889,94.0022,25.87852,94.53256,26,2,1939.01,0,0
30674,5779,2025-10-25 20:56:21,788.19,grocery,card_present,12.73208,80.09048,12.68547,80.09907,53,15,1313.08,0,0
30675,6999,2025-10-25 20:57:07,2180.03,healthcare,card_present,15.8499,84.66943,15.41182,84.82942,38,55,1942.26,0,0
30676,4387,2025-10-25 20:58:33,121.2,entertainment,online,18.06868,70.64636,19.2868,72.78377,34,21,200.0,0,0
30677,5803,2025-10-25 20:59:08,1640.85,healthcare,card_present,26.65102,77.86344,26.74468,77.99932,46,31,1874.88,0,0
30678,1276,2025-10-25 20:59:35,516.91,online_retail,online,21.9875,70.26242,21.99523,69.53249,38,111,598.64,0,0
